dialect_raw,raw_count,matched_rowid_count,suggestion_type,suggested_final_write_value,suggested_final_count,family_mix,subgroup_mix,clean_confidence_mix,candidate_final_values
涯话,17,12,stable_single_mapping,客家·涯话,17,客家::17,涯话::17,high::17,客家·涯话::17
粤方言东莞清溪话,17,14,stable_single_mapping,粤·东莞清溪话,17,粤::17,东莞清溪话::17,high::17,粤·东莞清溪话::17
粤方言化州白话（广府民系）,17,13,stable_single_mapping,粤·化州白话,17,粤::17,化州白话::17,medium::17,粤·化州白话::17
粤方言高要话（禄步口音）和客家方言,17,11,stable_single_mapping,粤、客家,17,混合::17,高要话::17,medium::17,粤、客家::17
闽方言、客家方言,17,13,stable_single_mapping,客家、闽,17,混合::17,,medium::17,客家、闽::17
客家方言曲江沙溪话,16,13,stable_single_mapping,客家,16,客家::16,,high::16,客家::16
广府民系，使用粤方言怀集上坊话,16,14,stable_single_mapping,粤·怀集上坊话,16,粤::16,怀集上坊话::16,medium::16,粤·怀集上坊话::16
广府民系，粤方言化州白话,16,12,stable_single_mapping,粤·化州白话,16,粤::16,化州白话::16,medium::16,粤·化州白话::16
潮汕方言和饶平客家话,16,8,stable_single_mapping,客家、闽,16,混合::16,,medium::16,客家、闽::16
粤方言东莞麻涌话,16,14,stable_single_mapping,粤,16,粤::16,,high::16,粤::16
粤方言英德石莲江话,16,14,stable_single_mapping,粤,16,粤::16,,high::16,粤::16
粤方言螯头话,16,15,stable_single_mapping,粤,16,粤::16,,high::16,粤::16
通用客家话,16,13,stable_single_mapping,客家,16,客家::16,,medium::16,客家::16
客家方言江西话,15,1,stable_single_mapping,客家,15,客家::15,,high::15,客家::15
客家方言河口倔话,15,15,stable_single_mapping,客家,15,客家::15,,high::15,客家::15
客家方言河源话,15,1,stable_single_mapping,客家,15,客家::15,,high::15,客家::15
客家民系，客家方言阳春倔话,15,15,stable_single_mapping,客家,15,客家::15,,medium::15,客家::15
尖米话,15,15,stable_single_mapping,土话·尖米话,15,土话::15,尖米话::15,high::15,土话·尖米话::15
粤方言、怀集诗洞标话（白崖话）,15,6,stable_single_mapping,粤·怀集诗洞标话,15,粤::15,怀集诗洞标话::15,medium::15,粤·怀集诗洞标话::15
粤方言东莞莞城话,15,5,stable_single_mapping,粤,15,粤::15,,high::15,粤::15
粤方言高要话，蚬岗口音,15,12,stable_single_mapping,粤·高要话,15,粤::15,高要话::15,medium::15,粤·高要话::15
粤语开建话、封川话,15,12,stable_single_mapping,粤·封川话,15,粤::15,封川话::15,medium::15,粤·封川话::15
粤语怀集话,15,12,stable_single_mapping,粤·怀集话,15,粤::15,怀集话::15,high::15,粤·怀集话::15
苗瑶语族瑶语支的勉语,15,8,stable_single_mapping,少数民族·瑶语,15,少数民族::15,瑶语::15,high::15,少数民族·瑶语::15
四邑话,14,12,stable_single_mapping,粤·四邑话,14,粤::14,四邑话::14,high::14,粤·四邑话::14
客家方言、粤方言台山话,14,12,stable_single_mapping,粤、客家,14,混合::14,台山话::14,medium::14,粤、客家::14
客家方言东莞南城话,14,13,stable_single_mapping,粤、客家,14,混合::14,,medium::14,粤、客家::14
客家方言（老韶关话）,14,1,stable_single_mapping,客家,14,客家::14,,medium::14,客家::14
广府民系，使用粤语开建话,14,11,stable_single_mapping,粤·开建话,14,粤::14,开建话::14,medium::14,粤·开建话::14
广府民系，粤方言阳春岗美话,14,13,stable_single_mapping,粤,14,粤::14,,medium::14,粤::14
广府民系，通用粤方言封川话,14,10,stable_single_mapping,粤·封川话,14,粤::14,封川话::14,medium::14,粤·封川话::14
广府民系，通用粤方言恩平话,14,12,stable_single_mapping,粤·恩平话,14,粤::14,恩平话::14,medium::14,粤·恩平话::14
粤方言东莞凤岗话,14,7,stable_single_mapping,粤·东莞凤岗话,14,粤::14,东莞凤岗话::14,high::14,粤·东莞凤岗话::14
粤方言水东黎话,14,13,stable_single_mapping,粤、闽,14,混合::14,,medium::14,粤、闽::14
粤方言高要话（蛟塘口音）,14,13,stable_single_mapping,粤·高要话,14,粤::14,高要话::14,medium::14,粤·高要话::14
闽方言南朗话,14,14,stable_single_mapping,闽,14,闽::14,,high::14,闽::14
使用苗瑶语族瑶语支的勉语,13,10,stable_single_mapping,少数民族·瑶语,13,少数民族::13,瑶语::13,medium::13,少数民族·瑶语::13
先辈使用客家方言，现使用粤方言,13,12,stable_single_mapping,粤、客家,13,混合::13,,medium::13,粤、客家::13
客家方言乳源话,13,3,stable_single_mapping,客家,13,客家::13,,high::13,客家::13
广府民系，粤方言怀集下坊话,13,12,stable_single_mapping,粤·怀集下坊话,13,粤::13,怀集下坊话::13,medium::13,粤·怀集下坊话::13
粤方言广宁话和客家方言,13,10,stable_single_mapping,粤、客家,13,混合::13,广宁话::13,medium::13,粤、客家::13
粤方言白话,13,12,stable_single_mapping,粤,13,粤::13,,high::13,粤::13
粤方言阳山话,13,12,stable_single_mapping,粤,13,粤::13,,high::13,粤::13
粤方言阳春白话和客家方言阳春话,13,3,stable_single_mapping,粤、客家,13,混合::13,阳春白话::13,medium::13,粤、客家::13
粤方言鼎湖莲塘话,13,10,stable_single_mapping,粤,13,粤::13,,high::13,粤::13
使用黎话,12,6,stable_single_mapping,闽,12,闽::12,,medium::12,闽::12
客家方言、蓝山话,12,2,stable_single_mapping,客家,12,客家::12,,medium::12,客家::12
客家方言东莞东城话,12,10,stable_single_mapping,粤、客家,12,混合::12,,medium::12,粤、客家::12
客家方言东莞厚街话,12,10,stable_single_mapping,粤、客家,12,混合::12,,medium::12,粤、客家::12
客家方言和潮州话,12,11,stable_single_mapping,客家、闽,12,混合::12,潮汕话::12,medium::12,客家、闽::12
客家方言和瑶语,12,3,stable_single_mapping,客家、少数民族,12,混合::12,瑶语::12,medium::12,客家、少数民族::12
属广府民系，通用台山话,12,11,stable_single_mapping,粤·台山话,12,粤::12,台山话::12,medium::12,粤·台山话::12
广府民系，使用粤方言怀集下坊话,12,9,stable_single_mapping,粤·怀集下坊话,12,粤::12,怀集下坊话::12,medium::12,粤·怀集下坊话::12
广府民系，粤方言台山话,12,12,stable_single_mapping,粤·台山话,12,粤::12,台山话::12,medium::12,粤·台山话::12
广府民系，通用粤方言怀集上坊话,12,11,stable_single_mapping,粤·怀集上坊话,12,粤::12,怀集上坊话::12,medium::12,粤·怀集上坊话::12
粤方言东莞南城话,12,7,stable_single_mapping,粤,12,粤::12,,high::12,粤::12
粤方言四会上茆话,12,11,stable_single_mapping,粤,12,粤::12,,high::12,粤::12
粤方言封川话（广府民系）,12,10,stable_single_mapping,粤·封川话,12,粤::12,封川话::12,medium::12,粤·封川话::12
粤方言平凤话,12,7,stable_single_mapping,粤,12,粤::12,,high::12,粤::12
粤方言阳江白话,12,12,stable_single_mapping,粤,12,粤::12,,high::12,粤::12
粤语怀集诗洞话,12,3,stable_single_mapping,粤,12,粤::12,,high::12,粤::12
闽南语,12,12,stable_single_mapping,闽,12,闽::12,,high::12,闽::12
闽方言和客家方言,12,11,stable_single_mapping,客家、闽,12,混合::12,,medium::12,客家、闽::12
使用粤方言恩平话,11,10,stable_single_mapping,粤·恩平话,11,粤::11,恩平话::11,medium::11,粤·恩平话::11
使用粤语封川话,11,5,stable_single_mapping,粤·封川话,11,粤::11,封川话::11,medium::11,粤·封川话::11
使用闽南方言饶平潮汕话,11,10,stable_single_mapping,闽·潮汕话,11,闽::11,潮汕话::11,medium::11,闽·潮汕话::11
使用闽方言潮汕话,11,10,stable_single_mapping,闽·潮汕话,11,闽::11,潮汕话::11,medium::11,闽·潮汕话::11
客家方言阳春倔话、粤方言阳春白话,11,11,stable_single_mapping,粤、客家,11,混合::11,阳春白话::11,medium::11,粤、客家::11
广府民系，粤方言德庆话,11,10,stable_single_mapping,粤·德庆话,11,粤::11,德庆话::11,medium::11,粤·德庆话::11
广府民系，通用粤方言德庆话,11,11,stable_single_mapping,粤·德庆话,11,粤::11,德庆话::11,medium::11,粤·德庆话::11
潮汕方言、饶平客家话,11,8,stable_single_mapping,客家、闽,11,混合::11,,medium::11,客家、闽::11
潮汕民系，使用闽南方言饶平潮汕话,11,11,stable_single_mapping,闽·潮汕话,11,闽::11,潮汕话::11,medium::11,闽·潮汕话::11
粤方言台山话（广府民系）,11,8,stable_single_mapping,粤·台山话,11,粤::11,台山话::11,medium::11,粤·台山话::11
粤方言四会地豆话,11,3,stable_single_mapping,粤、客家,11,混合::11,,medium::11,粤、客家::11
粤方言淡水阳江话,11,11,stable_single_mapping,粤·阳江话,11,粤::11,阳江话::11,high::11,粤·阳江话::11
粤方言清远石坎话,11,5,stable_single_mapping,粤,11,粤::11,,high::11,粤::11
粤方言（沙溪峒话）,11,10,stable_single_mapping,粤,11,粤::11,,medium::11,粤::11
蓝田话,11,7,stable_single_mapping,少数民族·蓝田话,11,少数民族::11,蓝田话::11,high::11,少数民族·蓝田话::11
使用粤方言四邑话,10,9,stable_single_mapping,粤·四邑话,10,粤::10,四邑话::10,medium::10,粤·四邑话::10
使用粤方言，属广府民系,10,10,stable_single_mapping,粤,10,粤::10,,medium::10,粤::10
使用闽南方言潮州话,10,6,stable_single_mapping,闽·潮汕话,10,闽::10,潮汕话::10,medium::10,闽·潮汕话::10
偃话,10,8,stable_single_mapping,客家·涯话,10,客家::10,涯话::10,high::10,客家·涯话::10
广府民系，使用粤方言封川话,10,4,stable_single_mapping,粤·封川话,10,粤::10,封川话::10,medium::10,粤·封川话::10
广府民系，粤方言怀集上坊话,10,9,stable_single_mapping,粤·怀集上坊话,10,粤::10,怀集上坊话::10,medium::10,粤·怀集上坊话::10
广府民系，通用粤方言四会江谷话,10,9,stable_single_mapping,粤,10,粤::10,,medium::10,粤::10
汉族属广府民系，使用粤方言连山话,10,9,stable_single_mapping,粤,10,粤::10,,medium::10,粤::10
粤方盲,10,9,stable_single_mapping,粤,10,粤::10,,high::10,粤::10
粤方言与客家方言,10,7,stable_single_mapping,粤、客家,10,混合::10,,medium::10,粤、客家::10
粤方言台山话和客家方言,10,9,stable_single_mapping,粤、客家,10,混合::10,台山话::10,medium::10,粤、客家::10
粤方言怀集诗洞话,10,6,stable_single_mapping,粤,10,粤::10,,high::10,粤::10
粤方言电白话,10,8,stable_single_mapping,粤,10,粤::10,,high::10,粤::10
粤方言阳春河口白话,10,9,stable_single_mapping,粤,10,粤::10,,high::10,粤::10
粤方言高要话（大湾口音）,10,7,stable_single_mapping,粤·高要话,10,粤::10,高要话::10,medium::10,粤·高要话::10
粤方言高要话（河台口音）,10,10,stable_single_mapping,粤·高要话,10,粤::10,高要话::10,medium::10,粤·高要话::10
粤方言高要话（白诸口音）,10,8,stable_single_mapping,粤·高要话,10,粤::10,高要话::10,medium::10,粤·高要话::10
粤语封川话、开建话,10,8,stable_single_mapping,粤·封川话,10,粤::10,封川话::10,medium::10,粤·封川话::10
粤语方言,10,9,stable_single_mapping,粤,10,粤::10,,high::10,粤::10
通用粤方言台山话,10,9,stable_single_mapping,粤·台山话,10,粤::10,台山话::10,medium::10,粤·台山话::10
闽方言三乡话,10,1,stable_single_mapping,闽,10,闽::10,,high::10,闽::10
台山话（广府民系）,9,8,stable_single_mapping,粤·台山话,9,粤::9,台山话::9,medium::9,粤·台山话::9
客家话和黄圃话能互通,9,6,stable_single_mapping,客家、土话,9,混合::9,黄圃话::9,medium::9,客家、土话::9
广府民系，使用粤方言蛇声,9,7,stable_single_mapping,粤·蛇声,9,粤::9,蛇声::9,medium::9,粤·蛇声::9
广府民系，粤方言英德大湾话,9,7,stable_single_mapping,粤,9,粤::9,,medium::9,粤::9
广府民系，粤方言英德黄花话,9,6,stable_single_mapping,粤,9,粤::9,,medium::9,粤::9
广府民系，通用粤方言怀集宁洞话,9,6,stable_single_mapping,粤·怀集宁洞话,9,粤::9,怀集宁洞话::9,medium::9,粤·怀集宁洞话::9
潮汕民系，使用闽南方言饶平潮州话,9,8,stable_single_mapping,闽·潮汕话,9,闽::9,潮汕话::9,medium::9,闽·潮汕话::9
潮汕话（闽方言）,9,8,stable_single_mapping,闽·潮汕话,9,闽::9,潮汕话::9,medium::9,闽·潮汕话::9
粤方盲阳春白话,9,8,stable_single_mapping,粤·阳春白话,9,粤::9,阳春白话::9,high::9,粤·阳春白话::9
粤方言、闽方言,9,8,stable_single_mapping,粤、闽,9,混合::9,,medium::9,粤、闽::9
粤方言、雷州话,9,9,stable_single_mapping,粤、闽,9,混合::9,雷州话::9,medium::9,粤、闽::9
粤方言东莞话,9,7,stable_single_mapping,粤,9,粤::9,,high::9,粤::9
粤方言佳古话,9,7,stable_single_mapping,粤,9,粤::9,,medium::9,粤::9
粤方言四会罗源话,9,9,stable_single_mapping,粤,9,粤::9,,high::9,粤::9
粤方言怀集话,9,7,stable_single_mapping,粤·怀集话,9,粤::9,怀集话::9,high::9,粤·怀集话::9
粤方言思平话,9,8,stable_single_mapping,粤·思平话,9,粤::9,思平话::9,high::9,粤·思平话::9
粤方言沙溪峒话,9,7,stable_single_mapping,粤,9,粤::9,,high::9,粤::9
粤方言海洲话,9,7,stable_single_mapping,粤,9,粤::9,,high::9,粤::9
粤方言高要话（乐城口音）,9,8,stable_single_mapping,粤·高要话,9,粤::9,高要话::9,medium::9,粤·高要话::9
通用粤方言古话,9,9,stable_single_mapping,粤,9,粤::9,,medium::9,粤::9
通用粤方言（属广府民系）,9,6,stable_single_mapping,粤,9,粤::9,,medium::9,粤::9
壮族使用壮语北部方言连山壮话，汉族使用粤方言连山话,8,1,stable_single_mapping,粤、少数民族,8,混合::8,连山壮话::8,medium::8,粤、少数民族::8
客家方言仁化扶溪本土话,8,1,stable_single_mapping,客家、土话,8,混合::8,,medium::8,客家、土话::8
客家方言四会黄田话,8,7,stable_single_mapping,客家,8,客家::8,,high::8,客家::8
客家方言城口话,8,1,stable_single_mapping,客家,8,客家::8,,high::8,客家::8
客家方言（俗称畲话或归善话、潼湖话）,8,6,stable_single_mapping,客家、少数民族,8,混合::8,畲话::8,medium::8,客家、少数民族::8
客家语言,8,5,stable_single_mapping,客家,8,客家::8,,high::8,客家::8
广府民系，使用粤方言阳春春北白话,8,7,stable_single_mapping,粤,8,粤::8,,medium::8,粤::8
广府民系，粤方言怀集上坊话、大岗标话,8,6,stable_single_mapping,粤·怀集上坊话,8,粤::8,怀集上坊话::8,medium::8,粤·怀集上坊话::8
广府民系，通用倔话,8,6,stable_single_mapping,客家,8,客家::8,,medium::8,客家::8
广府民系，通用粤方言广宁话,8,7,stable_single_mapping,粤·广宁话,8,粤::8,广宁话::8,medium::8,粤·广宁话::8
广府民系，通用粤方言怀集上坊话、大岗标话,8,8,stable_single_mapping,粤·怀集上坊话,8,粤::8,怀集上坊话::8,medium::8,粤·怀集上坊话::8
广府民系，通用粤方言怀集下坊话,8,4,stable_single_mapping,粤·怀集下坊话,8,粤::8,怀集下坊话::8,medium::8,粤·怀集下坊话::8
广府民系，通用粤方言英德附城话,8,7,stable_single_mapping,粤,8,粤::8,,medium::8,粤::8
广府民系，通用粤方言英德黄花话,8,6,stable_single_mapping,粤,8,粤::8,,medium::8,粤::8
广府话,8,6,stable_single_mapping,粤,8,粤::8,,high::8,粤::8
电白黎话,8,7,stable_single_mapping,闽·电白黎话,8,闽::8,电白黎话::8,high::8,闽·电白黎话::8
粤方言、怀集诗洞标话（金沙话）,8,8,stable_single_mapping,粤·怀集诗洞标话,8,粤::8,怀集诗洞标话::8,medium::8,粤·怀集诗洞标话::8
